"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
6.7,0.26,0.26,4,0.079,35.5,92.6,0.9956,3.31,0.68,9.5,44.9592171229249
6.7,0.26,0.26,4.1,0.073,36,92.2,0.9956,3.3,0.67,9.5,45.0437324107983
8.1,0.26,0.37,1.9,0.072,48,111.9,0.9949,3.37,0.7,10.9,57.1601782330054
8.3,0.22,0.38,14.8,0.054,32,76.6,1.0002,3.22,0.5,9.7,44.6714992873871
6.4,0.3,0.51,5.5,0.048,62,141.2,0.9942,3.08,0.45,9.1,59.3768182446813
7.5,0.19,0.34,2.6,0.037,33,78.5,0.9923,3.1,0.49,11.1,65.1230367216522
8.8,0.33,0.44,6.35,0.024,9,26.7,0.9917,2.96,0.4,12.6,61.1607189570014
6.9,0.2,0.36,1.5,0.031,38,90.7,0.9931,3.35,0.56,11,55.6757545899944
8,0.37,0.32,1.6,0.04,32,80.6,0.992,3,0.55,11.3,64.6676323587359
8.3,0.22,0.38,14.8,0.054,32,76.6,1.0002,3.22,0.5,9.7,44.6714992873871
8.2,0.29,0.33,9.1,0.036,28,67.8,0.9953,2.96,0.4,10.9,64.2892623465836
7.7,0.34,0.3,8,0.048,25,69.2,0.9951,2.97,0.47,10.9,43.2271684847783
6.2,0.55,0.45,12,0.049,27,72.6,0.9974,3.17,0.5,9.3,53.5777030524352
6.4,0.4,0.19,3.2,0.033,28,68.4,0.9904,3.22,0.54,12.7,64.0527669322649
7.5,0.28,0.33,7.7,0.048,42,102,0.9974,3.37,0.59,10.1,56.3050613388816
7.8,0.26,0.44,1.3,0.037,43,99.2,0.9944,3.18,0.65,10,46.1110103955771
6.5,0.26,0.34,16.3,0.051,56,131.7,1.0004,3.49,0.42,9.8,48.4973077319974
6.3,0.34,0.29,6.2,0.046,29,80.7,0.9952,3.29,0.53,10.1,54.1122986989234
6.8,0.15,0.33,4.7,0.059,31,73.8,0.9956,3.43,0.39,9,64.9286784515515
6.3,0.27,0.25,5.8,0.038,52,119.5,0.995,3.28,0.38,9.4,57.8724244356649
6.3,0.27,0.25,5.8,0.038,52,119.5,0.995,3.28,0.38,9.4,57.8724244356649
7.4,0.2,0.37,16.95,0.048,43,105,0.9995,3.03,0.42,9.2,56.7153955535646
6.3,0.23,0.21,5.1,0.035,29,72.2,0.9942,3.36,0.33,10.1,64.5121547519263
7.3,0.31,0.69,10.2,0.041,58,132,0.9977,3.06,0.45,8.6,48.5722838378008
5.2,0.24,0.45,3.8,0.027,21,54.8,0.992,3.55,0.49,11.2,73.4654362763736
7,0.24,0.32,1.3,0.037,39,90.3,0.992,3.17,0.42,11.2,76.2309022482966
7.4,0.2,0.37,16.95,0.048,43,105,0.9995,3.03,0.42,9.2,56.7153955535646
7,0.17,0.33,4,0.034,17,46.7,0.9934,3.19,0.39,10.6,62.6463205055086
8.3,0.21,0.58,17.1,0.049,62,145.3,1.0006,3.01,0.51,9.3,59.7195343731103
7.2,0.21,0.35,14.5,0.048,35,87.8,0.9982,3.05,0.47,8.9,55.3836902489196
7.1,0.21,0.4,1.2,0.069,24,63.6,0.9928,3.42,0.43,10.6,53.4082303689991
8.4,0.17,0.31,6.7,0.038,29,71.2,0.9945,3.1,0.32,10.6,64.594132455561
7.4,0.24,0.31,8.4,0.045,52,122.3,0.9963,3.09,0.32,8.8,47.6943934302429
5.3,0.24,0.33,1.3,0.033,25,59.7,0.9906,3.59,0.38,11,74.0573926554308
6.5,0.28,0.26,8.8,0.04,44,101.9,0.9956,3.32,0.37,10.2,56.6454261446742
6.3,0.23,0.21,5.1,0.035,29,72.2,0.9942,3.36,0.33,10.1,64.5121547519263
6.5,0.29,0.25,10.6,0.039,32,76,0.9962,3.31,0.34,10.1,54.755313804448
5.8,0.29,0.21,2.6,0.025,12,36,0.9894,3.39,0.79,14,61.6820906021982
6.3,0.27,0.25,5.8,0.038,52,119.5,0.995,3.28,0.38,9.4,57.8724244356649
6.3,0.17,0.42,2.8,0.028,45,100.7,0.9908,3.27,0.43,11.8,56.8494196420244
6.3,0.16,0.4,1.6,0.033,59,132.8,0.9914,3.44,0.53,11.4,48.8448695915999
7.9,0.29,0.39,6.7,0.036,6,23.7,0.9938,3.12,0.42,10.7,40.2768500314788
7.3,0.31,0.69,10.2,0.041,58,132,0.9977,3.06,0.45,8.6,48.5722838378008
5.5,0.32,0.45,4.9,0.028,25,69.1,0.9922,3.51,0.49,11.5,63.7585140958805
5.2,0.24,0.45,3.8,0.027,21,54.8,0.992,3.55,0.49,11.2,73.4654362763736
7.2,0.37,0.15,2,0.029,27,62.7,0.9903,3.3,0.59,12.6,63.9280824309442
6.1,0.29,0.27,1.7,0.024,13,33.6,0.9893,3.21,0.51,12.6,61.8012259935689
9.2,0.22,0.4,2.4,0.054,18,51.1,0.9952,3.04,0.46,9.3,31.9416817410732
7.2,0.37,0.15,2,0.029,27,62.7,0.9903,3.3,0.59,12.6,63.9280824309442
8,0.18,0.37,1.3,0.04,15,39.6,0.9912,3.06,0.61,12.1,51.9986496761243
6.5,0.22,0.34,12,0.053,55,127.7,0.9983,3.52,0.44,9.9,58.558561523791
7.4,0.18,0.4,1.6,0.047,22,54.2,0.9937,3.28,0.44,10.7,42.89789587407
6.5,0.52,0.17,1.4,0.047,5,12.6,0.9932,3.26,0.32,10,29.4523332889996
7,0.15,0.38,2.2,0.047,33,75.6,0.9928,3.13,0.39,10.4,75.4115196233905
5.9,0.415,0.13,1.4,0.04,11,28.4,0.9922,3.29,0.52,10.5,40.8121165537449
8.1,0.45,0.34,8.3,0.037,33,87.6,0.9976,3.31,0.64,9.7,44.3940910066829
5.8,0.415,0.13,1.4,0.04,11,28.4,0.9922,3.29,0.52,10.5,40.8121165537449
6.4,0.5,0.16,12.9,0.042,26,65.8,0.9974,3.28,0.33,9,43.291730336687
6.7,0.105,0.32,12.4,0.051,34,78.6,0.998,3.54,0.45,9.2,55.3967559106057
6,0.4,0.3,1.6,0.047,30,71.7,0.9931,3.17,0.48,10.1,54.0799728993607
6.6,0.25,0.39,1.45,0.04,40,88.9,0.9911,3.35,0.4,11.4,66.1548907026792
9.8,0.36,0.45,1.6,0.042,11,34.4,0.9944,2.93,0.46,10.8,40.8436185126877
9.6,0.23,0.4,1.5,0.044,19,51.5,0.9937,2.96,0.49,10.9,42.3081722027912
6.3,0.55,0.45,13,0.047,33,84.2,0.9974,3.2,0.46,9.2,54.5567839847988
6.5,0.115,0.29,1.95,0.038,73,162.6,0.989,3.12,0.25,12.9,71.5885291067418
6.4,0.125,0.29,5.85,0.042,24,57.9,0.992,3.23,0.32,12,63.8615704889881
5.7,0.1,0.27,1.3,0.047,21,52,0.9928,3.27,0.46,9.5,42.8515267340883
7.9,0.25,0.29,5.3,0.031,33,77.7,0.9918,3.06,0.32,11.8,65.0874300378046
6.9,0.2,0.28,1.2,0.048,36,87.9,0.9936,3.19,0.43,9.1,55.3216566069915
6.9,0.23,0.34,4,0.047,24,60.8,0.9944,3.2,0.52,9.7,53.422403962157
6.8,0.39,0.31,14.35,0.043,28,72.2,0.9988,3.17,0.54,9.1,43.7810263477667
8.7,0.22,0.42,2.3,0.053,27,65.4,0.994,2.99,0.43,10,43.6080626170932
7.4,0.41,0.34,4.7,0.042,19,50.7,0.9953,3.25,0.42,10.4,42.1447886849613
6.7,0.25,0.34,12.85,0.048,30,76.1,0.9986,3.44,0.47,9.5,54.5462531527703
6,0.26,0.42,5.2,0.027,70,157.8,0.9914,3.4,0.4,12.3,81.2428585051309
6.1,0.31,0.37,8.4,0.031,70,157,0.9934,3.42,0.4,11.7,81.2317240285639
9.2,0.28,0.46,3.2,0.058,39,91.3,0.996,3.14,0.58,9.5,45.4613017342848
9,0.31,0.49,6.9,0.034,26,61.1,0.9937,2.99,0.34,11.5,43.4174157260976
8.5,0.16,0.33,1,0.076,17,39.7,0.9921,3.14,0.46,10.6,52.3255463687268
9.3,0.34,0.49,7.3,0.052,30,74.6,0.998,3.17,0.61,10.2,44.0271592282658
9.2,0.28,0.46,3.2,0.058,39,91.3,0.996,3.14,0.58,9.5,45.4613017342848
7.2,0.24,0.3,1.6,0.048,27,67.1,0.9933,3.25,0.45,10.5,43.6036316606098
7.2,0.25,0.32,1.5,0.047,27,67.2,0.9933,3.26,0.44,10.5,43.5886126401306
6.8,0.32,0.18,7.5,0.041,71,164.3,0.9959,3.14,0.41,8.9,50.5956502307614
9.1,0.27,0.32,1.1,0.031,15,45.1,0.9936,3.03,0.41,10.6,41.6251029005996
8.9,0.34,0.32,1.3,0.041,12,42.8,0.9953,3.17,0.49,9.5,41.0593525106996
7,0.17,0.37,5.7,0.025,29,69.1,0.9938,3.2,0.49,10.8,54.3533186206804
6.7,0.25,0.23,7.2,0.038,61,144,0.9952,3.14,0.35,9.5,49.1019097136389
6.9,0.32,0.17,7.6,0.042,69,159.9,0.9959,3.13,0.4,8.9,50.2775629822954
6.8,0.32,0.18,7.5,0.041,71,164.3,0.9959,3.14,0.41,8.9,50.5956502307614
6.1,0.6,0,1.3,0.042,24,55.9,0.9937,3.31,0.38,9.4,32.3704766698473
5.3,0.395,0.07,1.3,0.035,26,62.2,0.992,3.5,0.35,10.6,53.4991753851022
7.9,0.16,0.3,4.8,0.037,37,91.1,0.9967,3.47,0.44,9,35.1661717587754
7.6,0.33,0.36,2.1,0.034,26,69.2,0.9944,3.42,0.48,10.5,33.1101805807737
7.8,0.3,0.29,16.85,0.054,23,59.5,0.9998,3.16,0.38,9,53.3980682917938
7.8,0.3,0.29,16.85,0.054,23,59.5,0.9998,3.16,0.38,9,53.3980682917938
5.7,0.26,0.27,4.1,0.201,73.5,165.95,0.9942,3.27,0.38,9.4,61.1583954418296
7.8,0.3,0.29,16.85,0.054,23,59.5,0.9998,3.16,0.38,9,53.3980682917938
7.5,0.14,0.34,1.3,0.055,50,115.3,0.9945,3.29,0.8,9.6,57.6452396450544
7.8,0.3,0.29,16.85,0.054,23,59.5,0.9998,3.16,0.38,9,53.3980682917938
6.6,0.25,0.41,7.4,0.043,29,73.1,0.9946,3.15,0.6,10.2,64.4910458914634
5.7,0.26,0.27,4.1,0.201,73.5,165.95,0.9942,3.27,0.38,9.4,61.1583954418296
8.2,0.23,0.49,0.9,0.057,15,37.3,0.9928,3.07,0.38,10.4,51.9044634549124
6,0.24,0.32,6.3,0.03,34,80.9,0.9946,3.52,0.41,10.4,44.8531961572682
6.1,0.45,0.27,0.8,0.039,13,34.2,0.9927,3.23,0.32,9.5,41.0580370137542
7.4,0.23,0.43,1.4,0.044,22,55.3,0.9938,3.22,0.62,10.6,53.0570207191004
7.2,0.2,0.38,1,0.037,21,49.4,0.9918,3.21,0.37,11,42.69695520986
7.5,0.14,0.34,1.3,0.055,50,115.3,0.9945,3.29,0.8,9.6,57.6452396450544
7.7,0.25,0.43,4.5,0.062,20,51.5,0.9966,3.38,0.5,9.9,52.7757734051253
8.2,0.61,0.45,5.4,0.03,15,41.8,0.9954,3.14,0.34,9.6,41.221900962954
7.6,0.21,0.44,1.9,0.036,10,31.9,0.9913,3.01,0.7,12.8,51.1657671935692
7.4,0.22,0.33,2,0.045,31,72.1,0.9931,3.42,0.55,11.4,44.299510123209
7.2,0.26,0.26,12.7,0.036,49,119.4,0.9986,3.41,0.5,10,57.55892605196
6.4,0.25,0.41,8.6,0.042,57,131.3,0.9965,3,0.44,9.1,48.4681657866016
6.3,0.32,0.35,11.1,0.039,29,77.8,0.9984,3.36,0.5,9.4,64.4895734579958
6.8,0.25,0.29,2,0.042,19,56.9,0.9952,3.46,0.54,10.2,52.5958936983423
9.8,0.44,0.4,2.8,0.036,35,86.7,0.9956,2.97,0.39,9.2,44.5792127388177
7.2,0.2,0.25,4.5,0.044,31,72.9,0.9949,3.23,0.36,9.4,44.3556087008703
8.2,0.61,0.45,5.4,0.03,15,41.8,0.9954,3.14,0.34,9.6,41.221900962954
7.5,0.42,0.45,9.1,0.029,20,52.5,0.996,3.12,0.36,10.1,52.6063117282583
7.4,0.22,0.33,2,0.045,31,72.1,0.9931,3.42,0.55,11.4,44.299510123209
6.4,0.26,0.3,2.2,0.025,33,79.4,0.992,3.21,0.47,10.6,54.7940726803222
7.9,0.46,0.32,4.1,0.033,40,93.8,0.9912,3.18,0.44,12.8,65.8841941417533
6.5,0.41,0.64,11.8,0.065,65,152.5,0.9978,3.12,0.51,8.9,49.5621132529677
7.5,0.32,0.37,1.2,0.048,22,62.4,0.9938,3.09,0.43,9.3,42.6621214435112
6.6,0.21,0.38,2.2,0.026,40,90.4,0.9914,3.25,0.4,11.1,76.4675015550666
7.1,0.21,0.3,1.4,0.037,45,104.3,0.9932,3.13,0.33,9.9,56.7430909328186
7.6,0.26,0.47,1.6,0.068,5,15.5,0.9944,3.1,0.45,9.6,40.0370045953613
7.6,0.21,0.44,1.9,0.036,10,31.9,0.9913,3.01,0.7,12.8,51.1657671935692
6.9,0.25,0.26,5.2,0.024,36,85.5,0.9948,3.16,0.72,10.7,65.580877094707
7.1,0.26,0.32,14.45,0.074,29,68.7,0.998,2.96,0.42,9.2,54.3258980551705
7.3,0.22,0.4,14.75,0.042,44.5,101.95,0.9998,3.36,0.41,9.1,67.1690067429845
6.2,0.37,0.22,8.3,0.025,36,93.6,0.9964,3.33,0.6,9.6,55.2439729213983
7.9,0.22,0.45,14.2,0.038,53,120.1,0.9992,3.03,0.46,9.2,58.230276468769
6.9,0.25,0.26,5.2,0.024,36,85.5,0.9948,3.16,0.72,10.7,65.580877094707
7.3,0.22,0.4,14.75,0.042,44.5,101.95,0.9998,3.36,0.41,9.1,67.1690067429845
7.1,0.26,0.32,14.45,0.074,29,68.7,0.998,2.96,0.42,9.2,54.3258980551705
7.4,0.25,0.37,6.9,0.02,14,37.3,0.9939,3,0.48,10.7,62.0931488212647
6.8,0.18,0.37,1.5,0.027,37,83.3,0.992,3.3,0.45,10.8,55.5423155826317
7,0.17,0.37,1.5,0.028,26,59.5,0.9922,3.3,0.46,10.8,64.0476645225967
6.4,0.3,0.38,7.8,0.046,35,89.2,0.9955,3.1,0.37,9,44.8888941858946
5,0.33,0.16,1.5,0.049,10,29.7,0.9917,3.48,0.44,10.7,51.0374596298654
5,0.33,0.16,1.5,0.049,10,29.7,0.9917,3.48,0.44,10.7,51.0374596298654
8.9,0.33,0.32,1.5,0.047,11,42,0.9954,3.19,0.46,9.4,40.9168601586372
7,0.26,0.46,15.55,0.037,61,139.1,0.9986,2.94,0.35,8.8,59.4601434583737
6.4,0.3,0.38,7.8,0.046,35,89.2,0.9955,3.1,0.37,9,44.8888941858946
6.3,0.21,0.4,1.7,0.031,48,109.4,0.9917,3.42,0.49,11.5,57.2640999781724
8,0.23,0.46,1.5,0.03,30,72.5,0.9907,3.23,0.47,12.5,54.3425688869987
9.2,0.28,0.41,1,0.042,14,33.9,0.9922,2.96,0.25,10.5,51.6729900210948
7.3,0.27,0.39,6.7,0.064,28,74.8,0.9958,3.29,0.3,9.7,43.8081421428024
7.6,0.32,0.36,1.6,0.04,32,79.5,0.993,3.23,0.52,11.3,54.5262564941197
5,0.33,0.16,1.5,0.049,10,29.7,0.9917,3.48,0.44,10.7,51.0374596298654
9.7,0.24,0.45,1.2,0.033,11,27.9,0.9926,2.74,0.47,10.8,51.2362869610316
8,0.28,0.42,7.1,0.045,41,98.9,0.9959,3.17,0.43,10.6,45.8680261127705
8.2,0.37,0.36,1,0.034,17,43.3,0.9906,3.04,0.32,11.7,72.5193780778517
8,0.61,0.38,12.1,0.301,24,70,0.9993,2.94,0.48,9.2,42.5665575552528
7.2,0.26,0.44,7.1,0.027,25,62.6,0.993,3.02,0.34,11.1,74.0707900260532
8.2,0.37,0.36,1,0.034,17,43.3,0.9906,3.04,0.32,11.7,72.5193780778517
6.4,0.23,0.33,1.15,0.044,15.5,52.75,0.992,3.33,0.44,11,52.0335689952345
5.9,0.4,0.32,6,0.034,50,112.7,0.992,3.51,0.58,12.5,67.6395980447412
7.6,0.28,0.39,1.2,0.038,21,53.5,0.994,3.16,0.67,10,52.8187059161641
8,0.28,0.42,7.1,0.045,41,98.9,0.9959,3.17,0.43,10.6,45.8680261127705
7.2,0.23,0.39,2.3,0.033,29,68.2,0.9908,3.26,0.54,12.3,64.4437700199706
6.8,0.32,0.37,3.4,0.023,19,46.7,0.9902,3.14,0.53,12.7,52.4927069628178
7.2,0.23,0.39,2.3,0.033,29,68.2,0.9908,3.26,0.54,12.3,64.4437700199706
6.9,0.18,0.38,6.5,0.039,20,51,0.9943,3.1,0.42,10.5,42.6573373236652
9.4,0.26,0.53,1.2,0.047,25,60.9,0.9921,3.23,0.28,12.5,53.4836936308355
8.3,0.33,0.42,1.15,0.033,18,45.6,0.9911,3.2,0.32,12.4,21.5492507441971
7.3,0.29,0.3,13,0.043,46,115.8,0.9986,3.06,0.41,8.7,56.9944195545846
7.9,0.41,0.37,4.5,0.03,40,91.4,0.992,3.17,0.54,12.4,65.9647524813401
7.9,0.44,0.37,5.85,0.033,27,63.3,0.992,3.16,0.54,12.6,63.8745976577633
7.7,0.39,0.3,5.2,0.037,29,71.1,0.9943,3.38,0.44,11,54.037353682693
7.7,0.26,0.31,1.3,0.043,47,109.5,0.9937,3.42,0.5,10.1,57.0176359836582
7.8,0.32,0.31,1.7,0.036,46,111.5,0.993,3.03,0.48,10.5,46.4934059374756
6.8,0.32,0.37,3.4,0.023,19,46.7,0.9902,3.14,0.53,12.7,52.4927069628178
7.3,0.24,0.39,3.6,0.024,35,81.6,0.9928,3.17,0.51,10.9,44.9202621108508
7.1,0.44,0.37,2.7,0.041,35,82.8,0.9896,3.07,0.43,13.5,65.0706200604871
10.3,0.25,0.48,2.2,0.042,28,72.4,0.998,3.19,0.59,9.7,43.7526126001923
7.9,0.14,0.28,1.8,0.041,44,105.8,0.9954,3.45,0.43,9.2,56.7309624380672
7.4,0.18,0.42,2.1,0.036,33,84.7,0.9938,3.4,0.41,10.6,65.1640482873512
8.1,0.43,0.42,6.6,0.033,36,86.1,0.9918,2.98,0.39,13.3,65.3125301029836
7.1,0.44,0.37,2.7,0.041,35,82.8,0.9896,3.07,0.43,13.5,65.0706200604871
6.4,0.26,0.22,5.1,0.037,23,59.1,0.9944,3.29,0.32,10.1,43.0193204275284
8,0.66,0.72,17.55,0.042,62,147.3,0.9999,2.92,0.68,9.4,38.5773601630967
8,0.2,0.4,5.2,0.055,41,98.7,0.9953,3.18,0.4,10.6,66.4270451898611
7.2,0.21,0.34,1.1,0.046,25,58,0.992,3.25,0.4,11.3,53.562144542348
7.2,0.18,0.31,1.1,0.045,20,47.3,0.9925,3.32,0.4,10.8,63.0622468322266
8.4,0.57,0.44,10.7,0.051,46,111.5,0.9981,3.15,0.51,10.4,46.3015669340773
5.3,0.26,0.23,5.15,0.034,48,112,0.9952,3.82,0.51,10.5,67.5498469981703
5.7,0.245,0.33,1.1,0.049,28,71,0.9927,3.13,0.42,9.3,43.7297380321683
5.6,0.245,0.32,1.1,0.047,24,63.2,0.9927,3.12,0.42,9.3,53.3355441230899
7.3,0.25,0.41,1.8,0.037,52,120.5,0.9911,3.29,0.39,12.2,68.0655351857725
7,0.16,0.73,1,0.138,58,131,0.9936,3.08,0.3,9.2,48.5480877950665
6.4,0.22,0.34,1.8,0.057,29,68.4,0.9959,3.81,0.57,10.3,54.2586858729339
7.3,0.18,0.65,1.4,0.046,28,71.7,0.9946,3.33,0.62,9.4,54.0923093878158
6.4,0.17,0.27,6.7,0.036,88,198.3,0.9948,3.28,0.35,10.2,63.7657309850692
6.9,0.29,0.16,6.8,0.034,65,151.2,0.9955,3.08,0.39,9,59.9112417998638
6.2,0.21,0.38,6.8,0.036,64,152.5,0.9951,3.06,0.36,9.3,59.8603974394065
6.4,0.23,0.3,7.1,0.037,63,149.6,0.9952,3.06,0.34,9.2,59.6787868768511
7.3,0.19,0.68,1.5,0.05,31,77.6,0.9946,3.32,0.64,9.4,54.552292368497
7.3,0.18,0.65,1.4,0.046,28,71.7,0.9946,3.33,0.62,9.4,54.0923093878158
9.6,0.29,0.46,1.45,0.039,77.5,177.3,0.9944,2.92,0.46,9.5,61.7682924812809
7.2,0.14,0.35,1.2,0.036,15,37.3,0.9938,3.46,0.39,9.9,41.8658396030896
6.9,0.31,0.34,7.4,0.059,36,89.4,0.9963,3.46,0.62,11.1,65.5456560831151
7.5,0.28,0.34,4.2,0.028,36,83.6,0.991,2.99,0.41,12.3,75.7343082199904
8,0.22,0.42,14.6,0.044,45,106.3,1.0003,3.21,0.69,8.6,67.225358075711
7.6,0.31,0.29,10.5,0.04,21,56.5,0.9966,3.04,0.35,9.4,42.6968532324084
8.4,0.35,0.56,13.8,0.048,55,129,0.9993,3.07,0.58,9.4,58.3463228200667
8,0.22,0.42,14.6,0.044,45,106.3,1.0003,3.21,0.69,8.6,67.225358075711
8.1,0.5,0.47,1.1,0.037,23,58.6,0.9938,3.21,0.42,10.9,42.5766981165216
7,0.39,0.31,5.3,0.169,32,80.2,0.9965,3.2,0.48,9.4,44.1584774727296
8.1,0.5,0.47,1.1,0.037,23,58.6,0.9938,3.21,0.42,10.9,42.5766981165216
8.4,0.35,0.56,13.8,0.048,55,129,0.9993,3.07,0.58,9.4,58.3463228200667
6.2,0.22,0.27,1.5,0.064,20,53.2,0.9938,3.22,0.46,9.2,52.7445158418459
8,0.22,0.42,14.6,0.044,45,106.3,1.0003,3.21,0.69,8.6,67.225358075711
7.6,0.31,0.29,10.5,0.04,21,56.5,0.9966,3.04,0.35,9.4,42.6968532324084
7,0.24,0.36,4.9,0.083,10,33.3,0.9942,3.33,0.37,10.8,51.1870983338206
6.6,0.27,0.3,1.9,0.025,14,43.3,0.9928,3.29,0.62,10.5,51.7599767987695
7.8,0.16,0.41,1.7,0.026,29,72,0.991,3.02,0.78,12.5,54.2676119681509
7.7,0.27,0.34,1.8,0.028,26,68.8,0.9911,2.99,0.48,12.1,63.8696729145987
7.4,0.31,0.74,10.7,0.039,51,116.7,0.9977,3.02,0.43,8.7,47.4633067403705
8,0.45,0.36,8.8,0.026,50,115.1,0.9927,3.07,0.25,12.7,77.8126353382861
7.7,0.27,0.34,1.8,0.028,26,68.8,0.9911,2.99,0.48,12.1,63.8696729145987
7.8,0.16,0.41,1.7,0.026,29,72,0.991,3.02,0.78,12.5,54.2676119681509
6.6,0.16,0.29,1.8,0.05,40,94.7,0.9912,3.06,0.44,11.4,66.2524397614519
8.3,0.21,0.4,1.6,0.032,35,81,0.9907,3.02,0.6,12.9,65.3853342296006
7.2,0.32,0.33,1.4,0.029,29,68.9,0.9902,3.15,0.51,12.8,64.2855743739475
6.6,0.16,0.3,1.6,0.034,15,37.8,0.992,3.38,0.44,11.2,52.0788515308693
8.4,0.16,0.33,1.5,0.033,16,41.8,0.994,3.14,0.42,9.7,52.2065490241259
7.5,0.23,0.32,9.2,0.038,54,127.1,0.9966,3.04,0.56,9.7,58.2831401358998
6.2,0.17,0.3,1.1,0.037,14,35.9,0.993,3.5,0.54,10.3,51.9081880271811
6.9,0.39,0.22,4.3,0.03,10,30.2,0.993,3,0.87,11.6,30.4724928419126
6.9,0.41,0.22,4.2,0.031,10,30.2,0.993,3,0.86,11.6,30.4406346462307
7.5,0.23,0.32,9.2,0.038,54,127.1,0.9966,3.04,0.56,9.7,58.2831401358998
7.5,0.38,0.33,5,0.045,30,73.1,0.9942,3.32,0.44,10.9,54.1935467212568
7.3,0.42,0.38,6.8,0.045,29,70.2,0.9925,3.19,0.37,12.6,64.2352380487698
7.3,0.34,0.39,5.2,0.04,45,106.3,0.9925,3.3,0.47,12.4,56.6426869571346
7.8,0.23,0.28,4.75,0.042,45,106.6,0.9928,2.96,0.4,11.5,46.5119488261145
9,0.245,0.38,5.9,0.045,52,119.9,0.995,2.93,0.35,10.2,57.8599471947219
6.9,0.2,0.4,7.7,0.032,51,119.6,0.9939,3.22,0.27,11.4,47.6036506337226
7.4,0.19,0.42,6.4,0.067,39,99.2,0.9958,3.3,0.33,9.6,55.9102376822193
8.2,0.2,0.36,8.1,0.035,60,136.3,0.9952,3.05,0.3,10.3,59.2632590782337
8,0.59,0.71,17.35,0.038,61,144.8,1,2.95,0.75,9.3,48.7654179731125
7.9,0.14,0.45,1.8,0.05,17,45.4,0.9948,3.33,0.49,10.7,62.6513526132185
6.8,0.24,0.4,1.8,0.047,34,78.5,0.99,3.13,0.49,12.8,75.4310204808696
9.7,0.14,0.59,1.5,0.049,23,60.2,0.9958,2.98,0.62,9.5,43.0710732704034
9.2,0.15,0.68,1.6,0.046,22,57,0.9948,3.02,0.45,10.4,53.1463019718782
9.4,0.17,0.55,1.6,0.049,14,37.4,0.9949,3.02,0.61,10.3,51.8446503177733
5.2,0.365,0.08,13.5,0.041,37,88.2,0.997,3.46,0.39,9.9,55.5176213122579
6.3,0.23,0.22,3.75,0.039,37,85.6,0.9927,3.23,0.5,10.7,55.498377014797
9.6,0.25,0.54,1.3,0.04,16,48,0.9938,2.94,0.43,10.5,41.7950538637046
9.2,0.32,0.42,1.3,0.046,14,46.6,0.9949,3.08,0.48,9.6,41.3900492046048
6.4,0.31,0.4,6.2,0.04,46,108.9,0.9953,3.15,0.46,9.3,56.8461039785862
8.1,0.2,0.36,9.7,0.044,63,142.2,0.997,3.1,0.46,10,59.7710575994671
7.9,0.255,0.26,2,0.026,40,99,0.9932,3.04,0.39,11.2,55.8907057680833
7,0.15,0.34,1.4,0.039,21,59.7,0.9927,3.32,0.62,10.8,42.7906966996502
6.4,0.15,0.31,1.1,0.044,25,59.6,0.9932,3.54,0.51,10.3,53.6876642739074
6.4,0.25,0.53,6.6,0.038,59,141.4,0.9955,3.03,0.42,8.8,48.7521094745275
7.6,0.19,0.42,1.5,0.044,6,23.4,0.9914,3.04,0.74,12.8,50.5492401401607
7.3,0.43,0.37,4.6,0.028,17,45.4,0.991,3.23,0.43,13.2,52.0441582211023
5.1,0.31,0.3,0.9,0.037,28,71.2,0.992,3.54,0.56,10.1,53.9325740910012
6.2,0.2,0.26,1.7,0.093,40,96.1,0.9924,3.44,0.66,11,45.725085522638
6.9,0.16,0.35,1.3,0.043,21,60.2,0.9927,3.25,0.62,10.8,53.0044248312398
7.7,0.32,0.48,2.3,0.04,28,67.4,0.9911,3.2,0.52,12.8,64.138765511764
6.5,0.22,0.72,6.8,0.042,33,82.8,0.9958,3.12,0.36,9.2,54.908324747592
6.8,0.26,0.33,1.5,0.047,44,104.7,0.9928,3.12,0.44,10.5,56.5037948289463
5.2,0.37,0.33,1.2,0.028,13,34.1,0.9902,3.37,0.38,11.7,51.4483586840272
8.4,0.19,0.43,2.1,0.052,20,50.4,0.994,2.85,0.46,9.5,42.5173629193182
8.3,0.21,0.41,2.2,0.05,24,58.8,0.994,2.85,0.45,9.5,43.1284448389885
6.8,0.15,0.32,8.8,0.058,24,59,0.9972,3.4,0.4,8.8,53.6484742999802
7.9,0.16,0.64,17,0.05,69,159,1.0004,3.15,0.51,9.3,71.1618608604842
7.8,0.21,0.39,1.8,0.034,62,142,0.991,3.09,0.75,12.6,79.9352270606291
9,0.24,0.5,1.2,0.048,26,62.7,0.9918,3.21,0.34,12.4,53.6695355480859
5.7,0.21,0.24,2.3,0.047,60,138.9,0.995,3.65,0.72,10.1,59.205659128335
7.8,0.29,0.36,7,0.042,38,92.1,0.9941,3.26,0.37,11.2,76.1144547670848
6.7,0.18,0.3,6.4,0.048,40,105.1,0.9956,3.29,0.52,10,45.8569111127705
6.7,0.18,0.3,6.4,0.048,40,105.1,0.9956,3.29,0.52,10,45.8569111127705
8.4,0.58,0.27,12.15,0.033,37,85.6,0.9959,2.99,0.39,10.8,55.1211672452126
